EmbeddingID,TestName,AuthorID,Embedding,Timestamp
31, ,shakespear,"[0.6011511058749462,0.4932331655629045,0.2483390056836465,0.29684021338311206,0.7681615741377265,0.5060728744939271,1.0,0,0.6655931293612453,0.1646090534979424,0.35185185185185186,0.885668276972625,0.20833333333333331,0.7407407407407407,0.5514403292181069,1,0.2795030435884997,0.30339805825242716,0.0,0.0,0.0,0.012479129731311534,1,0.5113848842289208,1,0.8549855507061351,1,0.1226391954868776,0.13354700854700846,0.0,0.37462537462537443,0.0,0.24038461538461522,0.0,0.0,0.30048076923076905,0.2003205128205127,0.0,0.0,0.0,0.0,0.0,0.3434065934065932,0.0,0.549450549450549,0.0,0.0,0.0,0.0,0.1814223512336719,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0]",2024-03-30 14:20:13
32, ,shakespear,"[0.5756820706966945,0.5046812936583581,0.2690430024466785,0.3331200127284753,0.8335822399451507,0.23084025854108955,1.0,0,0.5973534971644613,0.0966183574879227,0.391304347826087,0.7246376811594204,0.1282051282051282,0.3663003663003663,0.5014245014245015,0.8066666666666668,0.23538434831391247,0.1987281399046105,0.0,0.0,0.11355893708834885,0.7600434672496758,0.5175248993430812,0.3720110192837467,0.48831063464141233,0.5152054674428902,0.8989035087719298,0.0,0.12183235867446385,0.32792261026397745,0.11392116655274544,0.7797270955165686,0.6578947368421048,0.0,0.0,0.822368421052631,0.0,0.0,0.0,0.0,0.0,0.0,0.3132832080200499,0.0,0.5012531328320798,0.0,0.7974481658692179,0.0,0.21394950791613163,0.16550810989738488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2024-03-30 14:22:53
33, ,shakespear,"[0.6097779004568636,0.5046372552604592,0.2635496177265196,0.34941866138572336,0.831714528288858,0.34932463903120636,1.0,0,0.6102212051868802,0.09746588693957114,0.3684210526315789,0.7685551163812033,0.1293103448275862,0.5295566502463055,0.5210727969348659,1,0.21645724428282304,0.39872408293460926,0.0,0.0,0.11392116655274549,0.5330837783229906,0.8119000657462195,0.42010582010582,0.7482785844231626,0.6292597663633263,0.9274889380530974,0.0,0.12291052114060955,0.3308245802663135,0.11492931846914141,0.786627335299901,0.6637168141592915,0.0,0.0,0.8296460176991145,0.0,0.0,0.0,0.0,0.0,0.0,0.31605562579013885,0.0,0.5056890012642221,0.0,0.8045052292839897,0.0,0.4316857327865311,0.1669727834362998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2024-03-30 14:23:28
34, ,wbyeats,"[0.6465707955836454,0.5611423081389669,0.32549806612637494,0.5088078598331537,0.7684959926655608,0.5650629641588635,0.5682514905929565,0.39028323968811696,0.5617067242776127,0.06901311249137336,0.4906832298136646,0.6886059732564658,0.07668711656441718,0.245398773006135,0.46080436264485347,1,0.22514713365184147,0.2281021897810219,0.0,0.0,0.08689607229753216,0.6319321508458124,0.7292433537832312,0.3210633946830265,0.6487260562358499,0.45122587981989976,0.8018660531697342,0.0,0.25562372188139043,0.11467232383464243,0.2390247789020794,0.0,0.3067484662576685,0.42802111570837464,0.0,0.3834355828220856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17528483786152485,0.0,0.0,0.2887044388307468,0.44890019452341734,0.0,0.0,0.0,0.0,0.1460706982179374,0.0,0.0,0.0,0.0]",2024-03-30 14:25:16
35, ,Dad,"[0.7395530106614602,0.6086842544291932,0.6725145627191231,0.42956558522220206,0.9028744157890831,0.476362138222268,0.4988338351249695,0.6314892246257152,0.8276440292250569,0.6152433425160698,0.3305785123966942,0.8203891528950044,0.571705426356589,0.7281284606866003,0.7941429801894918,0.4216,0.16096168307134487,0.07090187180941578,0.2606122855697445,0.0,0.10128838829916538,0.47849606430964364,0.5090982338344768,0.7305828137706695,0.40643484754959114,0.6420130469224958,0.7439978534526668,0.24385235381693107,0.27286618642217836,0.22033307015772158,0.4337509249100603,0.3492687186203883,0.14734774066797632,0.22844610956275396,0.07413722800904468,0.0,0.04092992796332675,0.0,0.0,0.09823182711198422,0.09823182711198422,0.0,0.5379361960894374,0.0,0.0,0.0,0.35720664404357894,0.2542470819369003,0.33542575111409245,0.1482744560180894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05778342771123241]",2024-03-31 03:53:00
36, ,Dad,"[0.8589289309231565,0.6577326582973377,0.632597149824323,0.5155277184799779,0.8921749198513423,0.38398525496620933,0.4062570333480835,0.7519687705854954,0.788244766505636,0.5925925925925926,0.38055555555555554,0.8242552781259038,0.4619388418998048,0.7305511664652848,0.729559748427673,0.48333333333333334,0.15412043078827725,0.042695423050648974,0.2004541869868307,0.0,0.10804556037307086,0.5248922272757676,0.4642267676038782,0.6720914857500221,0.41831205657241505,0.6439180971018528,0.7481277416159615,0.42656417636489763,0.4272105875509014,0.41591231589763633,0.13598966478547625,0.30541012216404867,0.11452879581151823,0.10653841470838905,0.0740887088807665,0.2863219895287956,0.06817190226876085,0.0,0.0,0.0,0.03272251308900522,0.016361256544502607,0.5142109199700818,0.0,0.01869857890800298,0.0,0.31235126130414065,0.3079765937788726,0.22347082109564534,0.09878494517435539,0.032186078448201864,0.0,0.0,0.0,0.0,0.020451570680628275,0.0,0.0]",2024-03-31 12:22:05
37, ,TMOS,"[0.9456174504542421,0.5918771140224307,0.6764196082158399,0.4504315361172454,0.8701077493897891,0.25524589308736984,0.30247825384140015,0.7139452420820205,0.6246498251540769,0.20070251169089484,0.4220148543134641,0.7468944461513034,0.09622408912428088,0.481430267294572,0.5405290232246674,0.16116143170197222,0.37351547789955863,0.4632745869006673,0.3188054623333676,0.29919307627329095,0.06654854056412055,0.9819133464140004,0.02710525281710973,0.23698235277127905,0.05997704474084091,0.47044968393340086,0.38528343102331997,0.024189632202689767,0.17830640382205007,0.1014552655062242,0.31200215275355675,0.08286003471730562,0.17227545192806898,0.231603188001418,0.1371435492216212,0.05604852031906354,0.07178143830336206,0.243368575069618,0.10619719639401515,0.1486760749516212,0.09439750790579124,0.025959314674092585,0.3253342683181733,0.02929577831559038,0.11327700948694946,0.03501843035214836,0.08474321732451712,0.3098459377143029,0.12317723592584952,0.0970691354880306,0.023986252008848605,0.02472315683246913,0.019485724108993616,0.046074974096874284,0.02929577831559038,0.005899844244111955,0.015732917984298544,0.016658383747590863]",2024-03-31 12:43:08
38, ,James Alle,"[0.8030670526866875,0.6381046173287301,0.6769994004816733,0.3834273596021122,0.8206532375470702,0.33341271731364613,0.5564279556274414,0.7715246979660499,0.650660137687741,0.2704611968917146,0.44868301544050865,0.6492930904578292,0.2727682596934175,0.3877366997294861,0.6019436930167318,0.5008888888888889,0.2759062890118378,0.2952755905511811,0.008512449457331346,0.12510118478180882,0.04499437570303712,0.7423019223324103,0.37741147741147746,0.4539863945578233,0.3282438749707827,0.45359442689337515,0.5972390297800695,0.11943221922978162,0.17596782302664643,0.49900621643337384,0.15278838808250564,0.10055304172951225,0.11312217194570129,0.021045985478270007,0.06830017928797058,0.11312217194570129,0.0,0.028280542986425322,0.0,0.13574660633484156,0.0,0.022624434389140257,0.6140917905623783,0.09361834919644244,0.15513897866839033,0.2043497299664281,0.10283833813245571,0.3087569869576788,0.28694404591104716,0.1366003585759412,0.029671389362806912,0.0,0.0,0.23701788407670743,0.031206116398814147,0.11312217194570136,0.07541478129713422,0.0]",2024-04-02 11:34:55
39, ,James Alle,"[0.7422687295854419,0.6340548766452714,0.6616380560015737,0.40078455550001885,0.838308043641438,0.4150755437489623,0.5512802004814148,0.7647216408710996,0.6480592511315321,0.31195233087977564,0.4353312302839117,0.7386500120105693,0.2641955835962145,0.37854889589905366,0.6049772169645986,0.35444444444444445,0.2641910025465268,0.13904338153503892,0.0,0.0,0.04965835054822819,0.8076453315638549,0.27015613432936275,0.4323389576302962,0.2319230611568467,0.4096434985810161,0.522169896349707,0.07311926797167151,0.17525411847178396,0.41274801733541644,0.286779466590192,0.07010164738871358,0.15772870662460556,0.07336218912772352,0.059520266650794545,0.3943217665615139,0.03286014721345949,0.04929022082018924,0.0,0.31545741324921117,0.0,0.0,0.6008712633318307,0.16316762754269543,0.045065344749887305,0.10176045588684231,0.07169486664754798,0.44535164223418044,0.30776332999923034,0.1488006666269864,0.025857165020427158,0.0,0.0,0.3379900856241548,0.10877841836179694,0.0,0.0,0.0]",2024-04-02 11:43:39
40, ,George Boo,"[0.7767788369182201,0.6425459497651572,0.6766972086936388,0.35899209556901834,0.7990299885734142,0.3350906978822268,0.3500153720378876,0.8426777183375721,0.6888378638619361,0.43914442551580535,0.45315161839863716,0.6634163716912665,0.4653130287648054,0.439932318104907,0.6715548035344989,0.6566666666666667,0.1964659701293139,0.07237984944991314,0.0,0.0,0.020679956985689467,0.5428254370265848,0.6279946959542239,0.5297582911748174,0.46397158178651776,0.5068920628799093,0.7549530748915299,0.2801402942593651,0.424448217317487,0.6822905923234369,0.6394284832315389,0.1131861912846632,0.0424448217317487,0.03948355509930111,0.0,0.31833616298811523,0.10611205432937175,0.0,0.0,0.08488964346349741,0.0,0.0,0.28296547821165796,0.11708916339792745,0.24254183846713542,0.0,0.11575860472295099,0.45940277639069177,0.1656383287092632,0.320338277220745,0.0,0.0,0.0,0.0,0.058544581698963725,0.10611205432937182,0.0,0.049935084388823936]",2024-04-02 11:52:58
41, ,George Boo,"[0.8229429625713434,0.6901210815616805,0.6684105113932077,0.5378561821114356,0.822602788322414,0.41963015647226176,0.3192553222179413,0.8157220611919997,0.6962205171923841,0.40910191236988624,0.4335511982570806,0.6946478637485878,0.4908798283261802,0.4797670141017781,0.6695278969957081,0.6083870967741936,0.20090929313748548,0.05654061878053193,0.019559997848400238,0.0,0.038770710020936176,0.5471102323077561,0.604257542118323,0.5285293233082706,0.434083607775755,0.5318369954011242,0.676585960960961,0.31975670067930534,0.40540540540540515,0.5961101288204087,0.36504036504036486,0.04804804804804801,0.24324324324324306,0.025141420490257683,0.08159102498725135,0.3378378378378376,0.045045045045045015,0.0,0.0,0.05405405405405402,0.0,0.0,0.27027027027027006,0.41006523765144426,0.21621621621621606,0.0,0.0491400491400491,0.4197138314785371,0.05273566249176002,0.2855685874553798,0.03544528134692069,0.0,0.0,0.12870012870012862,0.03727865796831312,0.2027027027027027,0.0,0.09538950715140745]",2024-04-02 11:54:27
42, ,W. D. Watt,"[0.8032290935470223,0.722309244205699,0.6738543103605665,0.5656302042217703,0.8620542668421187,0.3038774766014343,0.2683282792568207,0.7185932520685369,0.6215483482277336,0.19502181164998716,0.45496535796766746,0.7529089664613279,0.24826789838337182,0.26558891454965355,0.5968693867077239,0.6214285714285714,0.22499436205988094,0.23854961832061067,0.0,0.0,0.02271901126862959,0.7035664571463156,0.4701878766394895,0.4040860215053764,0.38255078686481725,0.38897083898806417,0.601335908258342,0.0917669730663934,0.5773672055427247,0.2590058492154279,0.23994481269308046,0.12830382345393884,0.08660508083140872,0.026854288629894175,0.0,0.1082563510392609,0.02405696689761353,0.0,0.07217090069284061,0.0,0.0,0.0,0.39865830858902424,0.3981842796846378,0.1649620587264928,0.22349698279073218,0.13121981944152836,0.6928406466512698,0.2253140314313072,0.15251209203015376,0.13251050619013363,0.0,0.0,0.1649620587264928,0.2787289957792465,0.10825635103926097,0.0,0.033962776795631984]",2024-04-02 12:00:57
43, ,author9,"[0.7783041017185064,0.6463875569049259,0.6019778603382254,0.6099055425280915,0.8146314403241904,0.5592105263157895,0.28721386194229126,0.7398618593031739,0.7250160820373103,0.4235567159849144,0.402088772845953,0.7162700404993809,0.5136138613861385,0.6117397454031117,0.6897689768976898,0.4444444444444444,0.1448598480969662,0,0.0875369296421928,0.0,0.13013302486986697,0.6048587658953515,0.4457264957264957,0.6107904761904761,0.3662265357727204,0.5579380918134964,0.6178977272727273,0.3278473542718511,0.4513888888888886,0.4439252336448595,0.45454545454545436,0.3888888888888886,0.0,0.17441860465116266,0.14150943396226404,0.1562499999999999,0.26041666666666646,0.0,0.0,0.0,0.0,0.0,0.32738095238095216,0.08620689655172409,0.0,0.0,0.3977272727272725,0.38235294117647034,0.0,0.14150943396226406,0.08196721311475409,0.0,0.0,0.0,0.17241379310344818,0.0,0.0,0.0]",2024-04-08 21:41:55
44, ,author9,"[0.7605026460150015,0.6360881728077533,0.5671332999825194,0.5260379292308439,0.8172516772686471,0.5496770647244744,0.35570818185806274,0.7221901006724466,0.7554733271662041,0.4491725768321513,0.40425531914893614,0.811879072748638,0.46632124352331605,0.6254626202812732,0.7058146229130685,0.47875,0.11731105715369204,0,0.044691239399796655,0.0,0.04429221047658419,0.5432874882131646,0.5002889597449183,0.647224278312361,0.4058545061073309,0.5541367775038987,0.6142452246805001,0.4289194660810486,0.5076878445024656,0.5368341426514722,0.372995151063036,0.2901073397156946,0.06527415143603128,0.060720140870726774,0.0,0.2447780678851173,0.0,0.0,0.0,0.1305483028720626,0.0,0.0,0.3729951510630359,0.0900333123255604,0.07459903021260719,0.0,0.2967006883455967,0.30717247734602954,0.12736419792396347,0.1477905315532784,0.0428027222531353,0.12433171702101199,0.0,0.0,0.0,0.0,0.0,0.0]",2024-04-08 21:42:26
45, ,author9,"[0.7254513112057766,0.6268308232941322,0.5753774739510228,0.5798990784527307,0.8558762669893144,0.5235236632695798,0.2950606644153595,0.6231536995927215,0.7746396343607171,0.4612159329140461,0.33153638814016173,0.8257100764038786,0.582010582010582,0.6764928193499623,0.7630805408583187,0.58,0.15282489171082883,0.025805119735755572,0.1785435311446872,0.0,0.014745782706146042,0.4359690809503197,0.6353714661406968,0.6798841017888636,0.4823731229353719,0.6051386699121328,0.7278538272072754,0.1226391954868776,0.3684055408193337,0.34705867770643767,0.4133797237245511,0.11788977306218676,0.13262599469496011,0.0,0.0,0.16578249336870016,0.2210433244916002,0.0,0.0,0.3978779840848804,0.0,0.0,0.505241884552229,0.2743986097137106,0.0,0.08556515786771621,0.12056908608632737,0.3120611639881415,0.2587824286730929,0.050047545167909484,0.17393573074748878,0.0,0.0,0.0,0.0,0.08289124668435012,0.0,0.0]",2024-04-08 21:42:47
46, ,author9,"[0.6908822448388573,0.5971209039175669,0.5486543759255499,0.4132465854374639,0.8657466332621545,0.3430739425250242,0.22514206171035767,0.5098375979665134,0.8459613841287824,0.6731813246471228,0.32247557003257327,0.8009153318077804,0.6402439024390244,0.7665505226480838,0.8360433604336044,0.5466666666666666,0.19644859144995705,0,0.16735001255125095,0.18600652262872686,0.07897896000505465,0.3063407632070662,0.6416391379581565,0.8095997662868832,0.5167563231795621,0.6659209954489602,0.7496752075063153,0.30285898885478924,0.3834355828220856,0.48735737629723025,0.3186997052027725,0.06816632583503744,0.07668711656441712,0.0,0.0,0.0958588957055214,0.12781186094069522,0.0,0.0,0.0,0.0,0.0,0.40169442009932776,0.3173259995768985,0.0,0.0,0.06971556051310647,0.25261638397690345,0.3740834954361811,0.17363120731566145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2024-04-08 21:43:13
47, ,personN,"[0.9060521472134181,0.7154252582073466,0.6651448222887084,0.9991899108632449,0.8629126728806689,1,0.8173521757125854,0.7175586747037249,0.6371221332438891,0.26358084217293476,0.4553519768563163,0.6755311441248112,0.2710271501803683,0.39084325585179963,0.6143914942092272,0.44170731707317074,0.30111978144238855,0.12135922330097086,0.0,0.2534346654818857,0.1781529484910804,0.7462493326621824,0.3360016677089848,0.41411111111111104,0.2743722677521287,0.4580090558366929,0.620507493989359,0.09807410127031109,0.22855806437895976,0.3058038348873889,0.3702764896794745,0.16158523621210177,0.22962112514351304,0.10235050151745735,0.054155925741394585,0.13753348641408333,0.10763490241102174,0.0896957520091848,0.011959433601224641,0.21048603138155367,0.0861079219288174,0.02870264064293913,0.5079911796329702,0.11217123929424488,0.3116286698376248,0.09876177425527444,0.165257627944195,0.4074649377546653,0.2053522257381011,0.16246777722418376,0.050190409867434574,0.009111949410456868,0.07899809351267656,0.0410037723470559,0.052786465550232885,0.07773631840796019,0.0,0.02813984376675976]",2024-04-08 21:54:55
48, ,personN,"[0.7923357248193662,0.5942813971979545,0.671632249637791,0.32415865056232346,0.8875823677873098,0.2782938783355223,0.7742277979850769,0.6713808831617869,0.6226204105540615,0.20004082465809347,0.4341702388242498,0.6772829390775738,0.20081227436823104,0.35757263194086303,0.5629094798769889,0.3928735632183908,0.2836951561728453,0.1389642082429501,0.017588087002403704,0.22300160155695664,0.218856523086458,0.8348880231644041,0.2554340089357663,0.38292860659773503,0.2306110223902679,0.4363868954136159,0.5614875416967449,0.053793004518612374,0.2747345641441805,0.2588153651003121,0.26084688287974944,0.1623047271251774,0.18259281801582458,0.08492689210038352,0.04593530012976719,0.09510042604990863,0.15850071008318106,0.057060255629945184,0.1141205112598904,0.07608034083992692,0.06086427267194154,0.045648204503956145,0.4999565255195197,0.07345688081096391,0.2434570906877661,0.17670272711208831,0.16599347092347688,0.32222262002792573,0.24494158514317932,0.1492897254217434,0.019955499236702152,0.10144045445323589,0.04187908670087723,0.05072022722661794,0.15740760173777985,0.00951004260499087,0.10144045445323592,0.0089506283338458]",2024-04-08 21:56:35
49, ,personN,"[0.735756234972339,0.6179754052934825,0.663233823716245,0.4098412240449955,0.7910146885570585,0.30838815789473684,0.4932425916194916,0.7648833340302683,0.643982356647763,0.2434782608695652,0.44173913043478263,0.6616721094533735,0.2547495682210708,0.3429558351838145,0.5879869506812512,0.8385714285714286,0.30939485008498924,0.191131498470948,0.0,0.10003143845208494,0.0764525993883792,0.5579570279369814,0.6459732048773146,0.4594455316373124,0.5456543722181615,0.48857604122466475,0.7360763888888888,0.04575140971531185,0.14467592592592582,0.43808411214953236,0.29310966810966793,0.03858024691358022,0.30381944444444425,0.16149870801033578,0.09827044025157225,0.05425347222222218,0.18084490740740727,0.0,0.10850694444444439,0.0,0.173611111111111,0.17361111111111097,0.28935185185185164,0.05986590038314172,0.19841269841269826,0.16801075268817192,0.03945707070707068,0.38807189542483633,0.5504742547425471,0.09827044025157228,0.0,0.24801587301587286,0.0,0.0,0.11973180076628344,0.0,0.14467592592592587,0.0]",2024-04-08 21:59:44
50, ,personN,"[0.7616627904771708,0.6047751684921124,0.6717256348410617,0.38335252559953353,0.8127831636840849,0.33703623813632444,0.4296954572200775,0.7487496658854043,0.6319959938729821,0.21680216802168023,0.4410569105691057,0.6346205779098029,0.21878072763028514,0.39752774266048607,0.5471430132197094,0.363,0.3536940303608352,0.1428948294055575,0.019013033434419294,0.6245870329157367,0.3266167529269886,0.8372991533169771,0.24003944773175545,0.37326190476190474,0.20186034737239553,0.449700889276132,0.5667639630194434,0.052094525516549785,0.19922586520947164,0.3830243603493179,0.2927400468384074,0.1366120218579234,0.33299180327868827,0.07148303469309945,0.03866377977111039,0.0640368852459016,0.10672814207650265,0.0,0.06403688524590162,0.0,0.20491803278688514,0.0,0.3293325526932082,0.035330695308083644,0.02927400468384073,0.1322051824431517,0.13971684053651257,0.2651880424300866,0.3498600559776087,0.057995669656665604,0.0,0.14637002341920366,0.0,0.024395003903200606,0.035330695308083644,0.0,0.2561475409836065,0.0]",2024-04-08 22:00:35
51, ,Dad,"[0.770807561129239,0.6181315746279249,0.6708524642086647,0.4211078283547076,0.9103344307779437,0.4542606516290727,0.4973464906215668,0.6400527317269523,0.8338823012736056,0.6200897867564534,0.33207070707070707,0.8308222126560482,0.563754427390791,0.7404284027660651,0.792863701954611,0.44564102564102565,0.17130323909046863,0.053565306822077476,0.25942981033827794,0.0,0.09182624026641853,0.4701585879234225,0.5129794812917662,0.7391329068941006,0.4253738003423312,0.6460377495973787,0.7440564923427827,0.29711408398946026,0.36506040090269454,0.25681394388057016,0.3723874691616625,0.29204832072215564,0.14934289127837505,0.19449306771137215,0.06762696963549059,0.11200716845878128,0.04978096375945834,0.0,0.0,0.059737156511350024,0.059737156511350024,0.0,0.5831484326107979,0.0,0.0,0.0,0.2986857825567501,0.3513950383020589,0.23312061077600005,0.1352539392709812,0.0,0.0,0.0,0.02844626500540477,0.0,0.0,0.0,0.0351395038291724]",2024-04-08 22:05:35
52, ,Dad,"[0.8094026487172491,0.6417360574743889,0.6356913425226157,0.42240528002218464,0.8701455139493398,0.44799893807659125,0.5291553735733032,0.7787231598969616,0.8223352187244092,0.5752664622572637,0.3469119579500657,0.8145450074538553,0.5440251572327044,0.7277628032345014,0.7720475192173306,0.4437837837837838,0.1608524545744739,0.06885787734116783,0.20843465573542694,0.0,0.05246314464088977,0.4725563931547396,0.5005362966480829,0.7240803101313427,0.4175036181858123,0.6509590431895167,0.7459016660158792,0.20825523761922612,0.28200789622109396,0.42696522605436654,0.23073373327180424,0.11280315848843758,0.09517766497461923,0.11804981702278353,0.047888133320563124,0.07931472081218269,0.15862944162436537,0.0,0.0,0.0,0.0,0.0,0.5438723712835384,0.08751969193068435,0.0,0.0,0.11536686663590208,0.3433860853986262,0.1547604308530394,0.19155253328225255,0.08321544478655236,0.060430263475948716,0.11642527825641502,0.06043026347594871,0.0,0.0,0.0,0.03732457449875291]",2024-04-21 22:25:53
53,df,Dad2,"[0.47619047619047616,0.160251771547909,0.015084898212715034,0,0.33170401355533746,0,0.8279396295547485,0,0.47101449275362317,0.0,0.5,0.5797101449275364,0.0,0.35714285714285715,0.3333333333333333,0.08,0.7257684073012302,0,0.0,0.0,0.0,1,0,0,0,0.4197626752966559,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2024-04-22 22:01:41
